du_id,month,entity_code,nx
7,2017-01-01,2017,5
7,2017-02-01,2017,6
7,2017-03-01,2017,7
7,2017-04-01,2017,6
7,2017-05-01,2017,9
7,2017-06-01,2017,8
7,2017-07-01,2017,7
7,2017-08-01,2017,6
7,2017-09-01,2017,4
7,2017-10-01,2017,4
7,2017-11-01,2017,4
7,2017-12-01,2017,4
7,2018-01-01,2017,5
7,2018-02-01,2017,4
7,2018-03-01,2017,4
7,2018-04-01,2017,4
7,2018-05-01,2017,5
7,2018-06-01,2017,4
7,2018-07-01,2017,4
7,2018-08-01,2017,2
7,2018-09-01,2017,2
7,2018-10-01,2017,2
7,2018-11-01,2017,2
7,2018-12-01,2017,2
7,2019-01-01,2017,4
7,2019-02-01,2017,4
7,2019-03-01,2017,3
7,2019-04-01,2017,3
7,2019-05-01,2017,3
7,2019-06-01,2017,4
7,2019-07-01,2017,3
7,2019-08-01,2017,2
7,2019-09-01,2017,2
7,2019-10-01,2017,2
7,2019-11-01,2017,2
7,2019-12-01,2017,2
8,2016-01-01,2017,3
8,2016-02-01,2017,3
8,2016-03-01,2017,3
8,2016-04-01,2017,3
8,2016-05-01,2017,3
8,2016-06-01,2017,3
8,2016-07-01,2017,3
8,2016-08-01,2017,3
8,2016-09-01,2017,2
8,2016-10-01,2017,2
8,2017-01-01,2017,3
8,2017-02-01,2017,3
8,2017-03-01,2017,3
8,2017-04-01,2017,3
8,2017-05-01,2017,2
8,2017-06-01,2017,2
8,2017-07-01,2017,2
8,2017-08-01,2017,2
8,2017-09-01,2017,2
8,2017-10-01,2017,2
8,2017-11-01,2017,2
8,2017-12-01,2017,2
8,2018-03-01,2017,2
8,2018-04-01,2017,2
8,2019-01-01,2017,2
8,2019-02-01,2017,3
8,2019-03-01,2017,4
8,2019-04-01,2017,4
8,2019-05-01,2017,5
8,2019-06-01,2017,4
8,2019-07-01,2017,5
8,2019-08-01,2017,3
8,2020-01-01,2016,2
8,2020-08-01,2016,2
8,2020-10-01,2016,2
8,2020-11-01,2016,2
8,2020-12-01,2016,2
8,2021-01-01,2016,4
8,2021-02-01,2016,5
8,2021-03-01,2016,5
8,2021-04-01,2016,5
8,2021-05-01,2016,6
8,2021-06-01,2016,8
8,2021-07-01,2016,7
8,2021-08-01,2016,6
8,2021-09-01,2016,6
8,2021-10-01,2016,5
8,2021-11-01,2016,7
8,2021-12-01,2016,2
8,2022-01-01,2016,6
8,2022-02-01,2016,7
8,2022-03-01,2016,8
8,2022-04-01,2016,5
8,2022-05-01,2016,6
8,2022-06-01,2016,7
8,2022-07-01,2016,5
8,2022-08-01,2016,7
8,2022-09-01,2016,10
8,2022-10-01,2016,8
8,2022-11-01,2016,9
8,2022-12-01,2016,8
8,2023-01-01,2016,10
8,2023-02-01,2016,9
8,2023-03-01,2016,9
8,2023-04-01,2016,10
8,2023-05-01,2016,7
8,2023-06-01,2016,7
8,2023-07-01,2016,10
8,2023-08-01,2016,10
8,2023-09-01,2016,9
8,2023-10-01,2016,8
8,2023-11-01,2016,6
8,2023-12-01,2016,6
8,2024-01-01,2016,8
8,2024-02-01,2016,8
8,2024-03-01,2016,8
8,2024-04-01,2016,7
8,2024-06-01,2016,6
8,2024-07-01,2016,8
8,2024-08-01,2016,8
8,2024-09-01,2016,8
8,2024-10-01,2016,7
8,2024-11-01,2016,10
8,2024-12-01,2016,4
8,2025-01-01,2016,5
8,2025-02-01,2016,5
8,2025-03-01,2016,5
8,2025-04-01,2016,5
8,2025-05-01,2016,5
8,2025-06-01,2016,5
10,2017-03-01,2017,2
10,2017-04-01,2017,3
10,2017-05-01,2017,2
10,2017-06-01,2017,2
10,2017-11-01,2017,3
10,2017-12-01,2017,3
10,2018-01-01,2017,2
10,2018-02-01,2017,2
10,2018-03-01,2017,2
10,2018-04-01,2017,2
10,2018-05-01,2017,4
10,2018-06-01,2017,3
10,2018-07-01,2017,2
10,2018-09-01,2017,3
10,2018-10-01,2017,3
10,2018-11-01,2017,2
10,2018-12-01,2017,3
10,2019-02-01,2017,3
10,2019-03-01,2017,4
10,2019-04-01,2017,4
10,2019-05-01,2017,6
10,2019-06-01,2017,3
10,2019-07-01,2017,4
10,2019-09-01,2017,2
10,2019-10-01,2017,2
10,2019-11-01,2017,4
10,2020-01-01,2017,3
10,2020-02-01,2017,4
10,2020-03-01,2017,5
10,2020-04-01,2017,4
10,2020-05-01,2017,4
10,2020-06-01,2017,3
10,2020-08-01,2017,2
10,2020-09-01,2017,2
10,2020-10-01,2017,2
10,2020-11-01,2017,4
10,2020-12-01,2017,4
10,2022-09-01,2017,2
10,2022-10-01,2017,2
10,2022-11-01,2017,2
10,2022-12-01,2017,2
10,2023-01-01,2017,3
10,2023-02-01,2017,3
10,2023-03-01,2017,3
10,2023-04-01,2017,3
10,2023-05-01,2017,3
10,2023-06-01,2017,3
10,2023-07-01,2017,3
10,2023-08-01,2017,3
10,2023-09-01,2017,3
10,2023-10-01,2017,3
10,2023-11-01,2017,3
10,2023-12-01,2017,3
10,2024-01-01,2017,2
10,2024-02-01,2017,2
10,2024-03-01,2017,2
10,2024-04-01,2017,2
10,2024-05-01,2017,2
10,2024-06-01,2017,2
10,2024-07-01,2017,2
10,2024-08-01,2017,2
10,2024-09-01,2017,2
10,2024-10-01,2017,2
10,2024-11-01,2017,2
10,2024-12-01,2017,2
10,2025-01-01,2017,2
10,2025-02-01,2017,2
10,2025-03-01,2017,2
10,2025-04-01,2017,2
10,2025-05-01,2017,2
10,2025-06-01,2017,2
11,2016-01-01,2017,4
11,2016-02-01,2017,4
11,2016-03-01,2016,2
11,2016-03-01,2017,5
11,2016-04-01,2016,2
11,2016-04-01,2017,4
11,2016-05-01,2016,2
11,2016-05-01,2017,4
11,2016-06-01,2016,3
11,2016-06-01,2017,5
11,2016-07-01,2016,2
11,2016-07-01,2017,6
11,2016-08-01,2017,6
11,2016-09-01,2017,6
11,2016-10-01,2017,6
11,2016-11-01,2017,4
11,2016-12-01,2017,2
11,2017-01-01,2017,23
11,2017-02-01,2017,23
11,2017-03-01,2017,21
11,2017-04-01,2017,20
11,2017-05-01,2017,21
11,2017-06-01,2017,19
11,2017-07-01,2017,21
11,2017-08-01,2017,22
11,2017-09-01,2017,23
11,2017-10-01,2017,18
11,2017-11-01,2017,16
11,2017-12-01,2017,18
11,2018-01-01,2017,12
11,2018-02-01,2017,13
11,2018-03-01,2017,18
11,2018-04-01,2017,18
11,2018-05-01,2017,17
11,2018-06-01,2017,10
11,2018-07-01,2017,16
11,2018-08-01,2017,14
11,2018-09-01,2017,11
11,2018-10-01,2017,15
11,2018-11-01,2017,12
11,2018-12-01,2017,12
11,2019-01-01,2017,19
11,2019-02-01,2017,17
11,2019-03-01,2017,14
11,2019-04-01,2017,13
11,2019-05-01,2017,14
11,2019-06-01,2017,14
11,2019-07-01,2017,9
11,2019-08-01,2017,9
11,2019-09-01,2016,8
11,2019-10-01,2016,10
11,2019-11-01,2016,9
11,2019-12-01,2016,10
11,2020-01-01,2017,16
11,2020-02-01,2017,15
11,2020-03-01,2017,14
11,2020-04-01,2017,15
11,2020-05-01,2017,16
11,2020-06-01,2017,12
11,2020-07-01,2017,17
11,2020-08-01,2017,15
11,2020-09-01,2017,13
11,2020-10-01,2017,9
11,2020-11-01,2017,10
11,2020-12-01,2017,11
11,2021-01-01,2017,11
11,2021-02-01,2017,9
11,2021-03-01,2017,11
11,2021-04-01,2017,11
11,2021-05-01,2017,13
11,2021-06-01,2017,14
11,2021-07-01,2017,11
11,2021-08-01,2017,7
11,2021-09-01,2017,8
11,2021-10-01,2017,13
11,2021-11-01,2017,9
11,2021-12-01,2017,7
11,2022-01-01,2017,12
11,2022-02-01,2017,12
11,2022-03-01,2017,13
11,2022-04-01,2017,7
11,2022-05-01,2017,11
11,2022-06-01,2017,7
11,2022-07-01,2017,11
11,2022-08-01,2017,8
11,2022-09-01,2017,7
11,2022-10-01,2017,11
11,2022-11-01,2017,17
11,2022-12-01,2017,10
11,2023-01-01,2017,12
11,2023-02-01,2017,11
11,2023-03-01,2017,11
11,2023-04-01,2017,9
11,2023-05-01,2017,9
11,2023-06-01,2017,9
11,2023-07-01,2017,11
11,2023-08-01,2017,8
11,2023-09-01,2017,8
11,2023-10-01,2017,10
11,2023-11-01,2017,11
11,2023-12-01,2017,9
11,2024-01-01,2017,11
11,2024-02-01,2017,13
11,2024-03-01,2017,15
11,2024-04-01,2017,10
11,2024-05-01,2017,15
11,2024-06-01,2017,16
11,2024-07-01,2017,11
11,2024-08-01,2017,9
11,2024-09-01,2017,9
11,2024-10-01,2017,14
11,2024-11-01,2017,13
11,2024-12-01,2017,10
11,2025-01-01,2017,3
11,2025-02-01,2017,5
11,2025-03-01,2017,4
11,2025-04-01,2017,3
11,2025-05-01,2017,2
12,2016-01-01,2016,3
12,2016-01-01,2017,8
12,2016-02-01,2016,3
12,2016-02-01,2017,9
12,2016-03-01,2016,3
12,2016-03-01,2017,11
12,2016-04-01,2016,2
12,2016-04-01,2017,8
12,2016-05-01,2016,3
12,2016-05-01,2017,7
12,2016-06-01,2016,3
12,2016-06-01,2017,9
12,2016-07-01,2017,9
12,2016-08-01,2017,8
12,2016-09-01,2017,4
12,2016-10-01,2017,4
12,2016-11-01,2017,3
12,2016-12-01,2017,4
12,2017-01-01,2017,6
12,2017-02-01,2017,7
12,2017-03-01,2017,7
12,2017-04-01,2017,9
12,2017-05-01,2017,8
12,2017-06-01,2017,7
12,2017-07-01,2017,7
12,2017-08-01,2017,9
12,2017-09-01,2017,7
12,2017-10-01,2017,10
12,2017-11-01,2017,7
12,2018-01-01,2017,9
12,2018-02-01,2017,6
12,2018-03-01,2017,9
12,2018-04-01,2017,9
12,2018-05-01,2017,9
12,2018-06-01,2017,6
12,2018-07-01,2017,7
12,2018-08-01,2017,5
12,2018-09-01,2017,10
12,2018-10-01,2017,12
12,2018-11-01,2017,10
12,2018-12-01,2017,5
12,2019-01-01,2017,8
12,2019-02-01,2017,6
12,2019-03-01,2017,4
12,2019-04-01,2017,5
12,2019-05-01,2017,7
12,2019-06-01,2017,3
12,2019-07-01,2017,5
12,2019-08-01,2017,4
12,2019-09-01,2016,10
12,2019-10-01,2016,12
12,2019-11-01,2016,15
12,2019-12-01,2016,10
12,2020-01-01,2016,4
12,2020-02-01,2016,11
12,2020-03-01,2016,13
12,2020-04-01,2016,13
12,2020-05-01,2016,12
12,2020-06-01,2016,4
12,2020-07-01,2016,5
12,2020-08-01,2016,4
12,2020-09-01,2017,9
12,2020-10-01,2017,4
12,2020-11-01,2017,8
12,2020-12-01,2017,6
12,2021-01-01,2017,6
12,2021-02-01,2017,5
12,2021-03-01,2017,12
12,2021-04-01,2017,15
12,2021-05-01,2017,10
12,2021-06-01,2017,11
12,2021-07-01,2017,3
12,2021-08-01,2017,8
12,2021-09-01,2016,12
12,2021-10-01,2016,12
12,2021-11-01,2016,8
12,2021-12-01,2016,8
12,2022-01-01,2016,10
12,2022-02-01,2016,13
12,2022-03-01,2016,13
12,2022-04-01,2016,11
12,2022-05-01,2017,7
12,2022-06-01,2017,6
12,2022-07-01,2017,7
12,2022-08-01,2017,8
12,2022-09-01,2017,7
12,2022-10-01,2017,7
12,2022-11-01,2017,2
12,2022-12-01,2017,5
12,2023-01-01,2017,14
12,2023-02-01,2017,14
12,2023-03-01,2017,15
12,2023-04-01,2017,10
12,2023-05-01,2017,16
12,2023-06-01,2017,13
12,2023-07-01,2017,8
12,2023-08-01,2017,10
12,2023-09-01,2017,13
12,2023-10-01,2017,12
12,2023-11-01,2017,11
12,2023-12-01,2017,5
12,2024-01-01,2017,11
12,2024-02-01,2017,11
12,2024-03-01,2017,12
12,2024-04-01,2017,11
12,2024-05-01,2017,12
12,2024-06-01,2017,11
12,2024-07-01,2017,9
12,2024-08-01,2017,11
12,2024-09-01,2017,10
12,2024-10-01,2017,10
12,2024-11-01,2017,9
12,2024-12-01,2017,9
12,2025-01-01,2017,5
12,2025-02-01,2017,4
15,2016-01-01,2017,3
15,2016-02-01,2017,2
15,2016-03-01,2017,2
15,2016-04-01,2017,3
15,2016-06-01,2017,2
15,2016-07-01,2016,2
15,2016-08-01,2016,2
15,2016-09-01,2016,2
15,2016-10-01,2016,4
15,2016-11-01,2016,2
15,2016-12-01,2016,3
15,2017-01-01,2017,3
15,2017-02-01,2017,3
15,2017-03-01,2017,4
15,2017-04-01,2017,5
15,2017-05-01,2017,4
15,2017-06-01,2017,4
15,2017-07-01,2017,5
15,2017-08-01,2017,6
15,2017-09-01,2017,4
15,2017-10-01,2017,6
15,2017-11-01,2017,7
15,2017-12-01,2017,6
15,2018-01-01,2017,4
15,2018-02-01,2017,3
15,2018-03-01,2017,4
15,2018-04-01,2017,3
15,2018-05-01,2017,2
15,2018-06-01,2017,3
15,2018-07-01,2017,4
15,2018-08-01,2017,3
15,2018-09-01,2017,3
15,2018-10-01,2017,4
15,2018-11-01,2017,3
15,2018-12-01,2017,3
15,2019-01-01,2017,4
15,2019-02-01,2017,4
15,2019-03-01,2017,3
15,2019-04-01,2017,4
15,2019-05-01,2017,7
15,2019-06-01,2017,4
15,2019-07-01,2017,8
15,2019-08-01,2017,10
15,2019-09-01,2017,7
15,2019-10-01,2017,13
15,2019-11-01,2017,12
15,2019-12-01,2017,6
15,2020-01-01,2017,3
15,2020-02-01,2017,5
15,2020-03-01,2017,3
15,2020-04-01,2017,4
15,2020-05-01,2017,6
15,2020-06-01,2017,8
15,2020-07-01,2017,7
15,2020-08-01,2017,7
15,2020-09-01,2017,5
15,2020-10-01,2017,12
15,2020-11-01,2017,10
15,2020-12-01,2017,10
15,2021-01-01,2017,5
15,2021-02-01,2017,10
15,2021-03-01,2017,7
15,2021-04-01,2017,8
15,2021-05-01,2017,9
15,2021-06-01,2017,8
15,2021-07-01,2017,3
15,2021-08-01,2017,3
15,2021-09-01,2017,4
15,2021-10-01,2017,3
15,2022-01-01,2017,5
15,2022-02-01,2017,5
15,2022-03-01,2017,5
15,2022-04-01,2017,4
15,2022-05-01,2017,5
15,2022-06-01,2017,4
15,2022-07-01,2017,3
15,2022-08-01,2017,2
15,2022-09-01,2017,4
15,2022-10-01,2017,4
15,2022-11-01,2017,5
15,2022-12-01,2017,4
15,2023-01-01,2017,4
15,2023-02-01,2017,5
15,2023-03-01,2017,4
15,2023-04-01,2017,5
15,2023-05-01,2017,6
15,2023-06-01,2017,4
15,2023-07-01,2017,4
15,2023-08-01,2017,5
15,2023-09-01,2017,4
15,2023-10-01,2017,4
15,2023-11-01,2017,5
15,2023-12-01,2017,3
15,2024-01-01,2017,5
15,2024-02-01,2017,5
15,2024-03-01,2017,5
15,2024-04-01,2017,5
15,2024-05-01,2017,4
15,2024-06-01,2017,4
15,2024-07-01,2017,3
15,2024-08-01,2016,5
15,2024-09-01,2016,4
15,2024-10-01,2016,5
15,2024-11-01,2016,4
15,2024-12-01,2016,4
18,2016-01-01,2017,3
18,2016-02-01,2017,3
18,2016-03-01,2017,3
18,2016-04-01,2017,2
18,2017-06-01,2017,2
18,2017-07-01,2017,2
18,2017-08-01,2017,3
18,2017-09-01,2017,3
18,2017-10-01,2017,3
18,2017-11-01,2017,3
18,2017-12-01,2017,3
18,2018-01-01,2017,3
18,2018-02-01,2017,2
18,2018-03-01,2017,2
18,2018-04-01,2017,5
18,2018-05-01,2017,5
18,2018-06-01,2017,5
18,2018-07-01,2017,6
18,2018-08-01,2017,4
18,2018-09-01,2017,5
18,2018-10-01,2017,6
18,2018-11-01,2017,8
18,2018-12-01,2017,5
18,2019-01-01,2017,6
18,2019-02-01,2017,6
18,2019-03-01,2017,6
18,2019-04-01,2017,4
18,2019-05-01,2017,7
18,2019-06-01,2017,6
18,2019-07-01,2017,8
18,2019-08-01,2017,7
18,2019-09-01,2017,5
18,2019-10-01,2017,9
18,2019-11-01,2017,6
18,2019-12-01,2017,2
18,2020-01-01,2017,9
18,2020-02-01,2017,7
18,2020-03-01,2017,10
18,2020-04-01,2017,9
18,2020-05-01,2017,7
18,2020-06-01,2017,6
18,2020-07-01,2017,10
18,2020-08-01,2017,7
18,2020-09-01,2017,5
18,2020-10-01,2017,7
18,2020-11-01,2017,8
18,2020-12-01,2017,10
18,2021-01-01,2017,6
18,2021-02-01,2017,4
18,2021-03-01,2017,7
18,2021-04-01,2017,6
18,2021-05-01,2017,5
18,2021-06-01,2017,6
18,2021-07-01,2017,6
18,2021-08-01,2017,6
18,2021-09-01,2017,7
18,2021-10-01,2017,7
18,2021-11-01,2017,8
18,2021-12-01,2017,2
18,2022-01-01,2017,4
18,2022-02-01,2017,5
18,2022-03-01,2017,6
18,2022-04-01,2017,5
18,2022-05-01,2017,3
18,2022-06-01,2017,3
18,2022-07-01,2017,3
18,2022-08-01,2017,3
18,2022-09-01,2017,4
18,2022-10-01,2017,4
18,2022-11-01,2017,5
18,2022-12-01,2017,4
18,2023-01-01,2017,7
18,2023-02-01,2017,3
18,2023-03-01,2017,6
18,2023-04-01,2017,5
18,2023-05-01,2017,6
18,2023-06-01,2017,8
18,2023-07-01,2017,5
18,2023-08-01,2017,4
18,2023-09-01,2017,5
18,2023-10-01,2017,7
18,2023-11-01,2017,7
18,2023-12-01,2017,4
18,2024-01-01,2017,6
18,2024-02-01,2017,6
18,2024-03-01,2017,6
18,2024-04-01,2017,6
18,2024-05-01,2017,5
18,2024-06-01,2017,6
18,2024-07-01,2017,7
18,2024-08-01,2017,7
18,2024-09-01,2017,2
18,2024-10-01,2017,2
18,2024-11-01,2017,2
18,2024-12-01,2017,3
18,2025-01-01,2017,5
18,2025-02-01,2017,4
18,2025-03-01,2017,4
18,2025-04-01,2017,4
18,2025-05-01,2017,3
18,2025-06-01,2017,3
21,2016-01-01,2016,2
21,2016-01-01,2017,8
21,2016-02-01,2017,10
21,2016-03-01,2017,11
21,2016-04-01,2016,2
21,2016-04-01,2017,11
21,2016-05-01,2016,2
21,2016-05-01,2017,10
21,2016-06-01,2016,4
21,2016-06-01,2017,9
21,2016-07-01,2016,4
21,2016-07-01,2017,14
21,2016-08-01,2017,6
21,2016-09-01,2017,6
21,2016-10-01,2017,7
21,2016-11-01,2017,3
21,2016-12-01,2017,4
21,2017-01-01,2017,12
21,2017-02-01,2017,12
21,2017-03-01,2017,14
21,2017-04-01,2017,10
21,2017-05-01,2017,12
21,2017-06-01,2017,14
21,2017-07-01,2017,13
21,2017-08-01,2017,14
21,2017-09-01,2017,14
21,2017-10-01,2017,14
21,2017-11-01,2017,10
21,2017-12-01,2017,13
21,2018-01-01,2017,12
21,2018-02-01,2017,9
21,2018-03-01,2017,11
21,2018-04-01,2017,14
21,2018-05-01,2017,15
21,2018-06-01,2017,16
21,2018-07-01,2017,16
21,2018-08-01,2017,11
21,2018-09-01,2017,18
21,2018-10-01,2017,21
21,2018-11-01,2017,18
21,2018-12-01,2017,14
21,2019-01-01,2017,21
21,2019-02-01,2017,15
21,2019-03-01,2017,23
21,2019-04-01,2017,23
21,2019-05-01,2017,11
21,2019-06-01,2017,23
21,2019-07-01,2017,31
21,2019-08-01,2017,21
21,2019-09-01,2017,30
21,2019-10-01,2017,28
21,2019-11-01,2017,28
21,2019-12-01,2017,15
21,2020-01-01,2017,17
21,2020-02-01,2017,15
21,2020-03-01,2017,18
21,2020-04-01,2017,17
21,2020-05-01,2017,24
21,2020-06-01,2017,22
21,2020-07-01,2017,21
21,2020-08-01,2017,17
21,2020-09-01,2017,18
21,2020-10-01,2017,21
21,2020-11-01,2017,21
21,2020-12-01,2017,10
21,2021-01-01,2017,9
21,2021-02-01,2017,7
21,2021-03-01,2017,10
21,2021-04-01,2017,12
21,2021-05-01,2017,11
21,2021-06-01,2017,12
21,2021-07-01,2017,8
21,2021-08-01,2017,7
21,2021-09-01,2017,6
21,2021-10-01,2017,4
21,2021-11-01,2017,8
21,2021-12-01,2017,6
21,2022-01-01,2017,7
21,2022-02-01,2017,5
21,2022-03-01,2017,5
21,2022-04-01,2017,6
21,2022-05-01,2017,5
21,2022-06-01,2017,6
21,2022-08-01,2017,2
21,2022-09-01,2017,6
21,2022-10-01,2017,6
21,2022-11-01,2017,6
21,2022-12-01,2017,3
21,2023-01-01,2017,4
21,2023-02-01,2017,4
21,2023-03-01,2017,5
21,2023-04-01,2017,5
21,2023-05-01,2017,6
21,2023-06-01,2017,8
21,2023-07-01,2017,8
21,2023-08-01,2017,6
21,2023-09-01,2017,8
21,2023-10-01,2017,9
21,2023-11-01,2017,8
21,2023-12-01,2017,5
21,2024-01-01,2017,6
21,2024-02-01,2017,6
21,2024-03-01,2017,9
21,2024-04-01,2017,10
21,2024-05-01,2017,6
21,2024-06-01,2017,9
21,2024-07-01,2017,9
21,2024-08-01,2017,8
21,2024-09-01,2017,8
21,2024-10-01,2017,9
21,2024-11-01,2017,8
21,2024-12-01,2017,9
22,2016-01-01,2016,2
22,2016-01-01,2017,13
22,2016-02-01,2017,15
22,2016-03-01,2016,2
22,2016-03-01,2017,14
22,2016-04-01,2016,2
22,2016-04-01,2017,13
22,2016-05-01,2016,2
22,2016-05-01,2017,12
22,2016-06-01,2016,2
22,2016-06-01,2017,9
22,2016-07-01,2016,2
22,2016-07-01,2017,12
22,2016-08-01,2017,14
22,2016-09-01,2017,9
22,2016-10-01,2016,2
22,2016-10-01,2017,10
22,2016-11-01,2017,9
22,2016-12-01,2017,8
22,2017-01-01,2017,10
22,2017-02-01,2017,15
22,2017-03-01,2017,11
22,2017-04-01,2017,7
22,2017-05-01,2017,10
22,2017-06-01,2017,12
22,2017-07-01,2017,12
22,2017-08-01,2017,12
22,2017-09-01,2017,10
22,2017-10-01,2017,9
22,2017-11-01,2017,7
22,2017-12-01,2017,5
22,2018-03-01,2016,3
22,2018-04-01,2016,2
22,2018-05-01,2016,2
22,2018-06-01,2016,2
22,2018-08-01,2016,2
22,2018-09-01,2016,2
22,2019-02-01,2016,2
22,2019-03-01,2016,3
22,2019-04-01,2016,2
22,2019-05-01,2016,2
22,2019-06-01,2016,2
22,2019-08-01,2016,2
22,2019-09-01,2016,2
22,2019-10-01,2016,2
22,2019-11-01,2016,3
22,2019-12-01,2016,2
22,2020-01-01,2016,2
22,2020-02-01,2016,2
22,2020-03-01,2016,2
22,2020-05-01,2016,2
22,2020-06-01,2016,2
22,2020-07-01,2016,2
22,2020-08-01,2016,2
22,2020-09-01,2016,2
22,2020-12-01,2016,2
22,2021-01-01,2016,3
22,2021-02-01,2016,4
22,2021-03-01,2016,5
22,2021-05-01,2016,4
22,2021-06-01,2016,2
22,2021-07-01,2016,3
22,2021-08-01,2016,5
22,2021-09-01,2016,5
22,2021-10-01,2016,3
22,2021-11-01,2016,3
22,2021-12-01,2016,4
22,2022-04-01,2016,2
22,2022-05-01,2016,2
22,2022-06-01,2016,2
22,2022-07-01,2016,2
22,2022-08-01,2016,4
22,2022-09-01,2016,4
22,2022-10-01,2016,4
22,2022-11-01,2016,4
22,2022-12-01,2016,4
22,2023-01-01,2016,3
22,2023-03-01,2016,2
22,2023-05-01,2016,3
22,2023-06-01,2016,3
22,2023-08-01,2016,2
22,2023-09-01,2016,2
22,2023-10-01,2016,3
22,2023-11-01,2016,3
22,2023-12-01,2016,2
22,2024-01-01,2016,2
22,2024-04-01,2016,3
22,2024-05-01,2016,2
22,2024-06-01,2016,2
22,2024-07-01,2016,3
22,2024-09-01,2016,3
22,2024-10-01,2016,2
22,2024-11-01,2016,4
22,2024-12-01,2016,3
23,2016-01-01,2017,6
23,2016-02-01,2017,7
23,2016-03-01,2017,8
23,2016-04-01,2017,9
23,2016-05-01,2017,7
23,2016-06-01,2017,7
23,2016-07-01,2017,8
23,2016-08-01,2017,8
23,2016-09-01,2017,6
23,2016-10-01,2017,7
23,2016-11-01,2017,7
23,2016-12-01,2017,3
23,2017-01-01,2017,9
23,2017-02-01,2017,10
23,2017-03-01,2017,9
23,2017-04-01,2017,7
23,2017-05-01,2017,9
23,2017-06-01,2017,8
23,2017-07-01,2017,8
23,2017-08-01,2017,9
